hmdb_id;inchi;cid;bioactivity
HMDB0000975;InChI=1S/C12H22O11/c13-1-3-5(15)7(17)9(19)11(21-3)23-12-10(20)8(18)6(16)4(2-14)22-12/h3-20H,1-2H2/t3-,4-,5-,6-,7+,8+,9-,10-,11-,12-/m1/s1;7427;yes
HMDB0000529;InChI=1S/C12H22O2/c1-2-3-4-5-6-7-8-9-10-11-12(13)14/h7-8H,2-6,9-11H2,1H3,(H,13,14)/b8-7-;5312378;no
HMDB0094665;InChI=1S/C12H24/c1-10(8-11(2,3)4)9-12(5,6)7/h8H,9H2,1-7H3/b10-8+;5365103;no
HMDB0094666;InChI=1S/C12H24/c1-2-3-4-5-6-7-8-9-12-10-11-12/h12H,2-11H2,1H3;522556;no
HMDB0094667;InChI=1S/C12H24/c1-4-6-7-8-9-10-11-12(3)5-2/h5H,4,6-11H2,1-3H3/b12-5-;5366147;no
HMDB0028910;InChI=1S/C12H24N2O3/c1-5-7(3)9(13)11(15)14-10(12(16)17)8(4)6-2/h7-10H,5-6,13H2,1-4H3,(H,14,15)(H,16,17);13879965;no
HMDB0028932;InChI=1S/C12H24N2O3/c1-5-8(4)10(12(16)17)14-11(15)9(13)6-7(2)3/h7-10H,5-6,13H2,1-4H3,(H,14,15)(H,16,17);435718;no
HMDB0028911;InChI=1S/C12H24N2O3/c1-5-8(4)10(13)11(15)14-9(12(16)17)6-7(2)3/h7-10H,5-6,13H2,1-4H3,(H,14,15)(H,16,17);13817313;no
HMDB0028933;InChI=1S/C12H24N2O3/c1-7(2)5-9(13)11(15)14-10(12(16)17)6-8(3)4/h7-10H,5-6,13H2,1-4H3,(H,14,15)(H,16,17)/t9-,10-/m0/s1;76807;yes
HMDB0033933;InChI=1S/C12H24O/c1-2-3-4-5-6-7-8-9-10-11-12-13/h12H,2-11H2,1H3;8194;yes
HMDB0031019;InChI=1S/C12H24O/c1-3-4-5-6-7-8-9-10-11-12(2)13/h3-11H2,1-2H3;22556;yes
HMDB0030998;InChI=1S/C12H24O2/c1-3-5-6-7-8-9-10-11-12(13)14-4-2/h3-11H2,1-2H3;8048;yes
HMDB0034136;InChI=1S/C12H24O2/c1-3-5-6-7-8-9-11-14-12(13)10-4-2/h3-11H2,1-2H3;61030;yes
HMDB0028954;InChI=1S/C12H25N3O3/c1-3-8(2)10(12(17)18)15-11(16)9(14)6-4-5-7-13/h8-10H,3-7,13-14H2,1-2H3,(H,15,16)(H,17,18)/t8-,9-,10-/m0/s1;7010499;no
HMDB0028955;InChI=1S/C12H25N3O3/c1-8(2)7-10(12(17)18)15-11(16)9(14)5-3-4-6-13/h8-10H,3-7,13-14H2,1-2H3,(H,15,16)(H,17,18)/t9-,10-/m0/s1;7016103;no
HMDB0028712;InChI=1S/C12H25N5O3/c1-3-7(2)9(11(19)20)17-10(18)8(13)5-4-6-16-12(14)15/h7-9H,3-6,13H2,1-2H3,(H,17,18)(H,19,20)(H4,14,15,16)/t7-,8-,9-/m0/s1;7009553;no
HMDB0028901;InChI=1S/C12H25N5O3/c1-3-7(2)9(13)10(18)17-8(11(19)20)5-4-6-16-12(14)15/h7-9H,3-6,13H2,1-2H3,(H,17,18)(H,19,20)(H4,14,15,16);9900561;no
HMDB0028923;InChI=1S/C12H25N5O3/c1-7(2)6-8(13)10(18)17-9(11(19)20)4-3-5-16-12(14)15/h7-9H,3-6,13H2,1-2H3,(H,17,18)(H,19,20)(H4,14,15,16);3800205;no
HMDB0028713;InChI=1S/C12H25N5O3/c1-7(2)6-9(11(19)20)17-10(18)8(13)4-3-5-16-12(14)15/h7-9H,3-6,13H2,1-2H3,(H,17,18)(H,19,20)(H4,14,15,16)/t8-,9-/m0/s1;6992563;no
HMDB0031444;InChI=1S/C12H26/c1-3-5-7-9-11-12-10-8-6-4-2/h3-12H2,1-2H3;8182;yes
HMDB0011626;InChI=1S/C12H26O/c1-2-3-4-5-6-7-8-9-10-11-12-13/h13H,2-12H2,1H3;8193;yes
HMDB0061822;InChI=1S/C12H26O7/c13-1-3-15-5-7-17-9-11-19-12-10-18-8-6-16-4-2-14/h13-14H,1-12H2;17472;yes
HMDB0032049;InChI=1S/C13H10O/c14-13(11-7-3-1-4-8-11)12-9-5-2-6-10-12/h1-10H;3102;yes
HMDB0029083;InChI=1S/C13H15N3O3/c14-10(13(19)16-7-12(17)18)5-8-6-15-11-4-2-1-3-9(8)11/h1-4,6,10,15H,5,7,14H2,(H,16,19)(H,17,18);263471;no
HMDB0028852;InChI=1S/C13H15N3O3/c14-6-12(17)16-11(13(18)19)5-8-7-15-10-4-2-1-3-9(8)10/h1-4,7,11,15H,5-6,14H2,(H,16,17)(H,18,19);102763;yes
HMDB0059772;InChI=1S/C13H15NO5/c15-11(8-9-4-2-1-3-5-9)14-10(13(18)19)6-7-12(16)17/h1-5,10H,6-8H2,(H,14,15)(H,16,17)(H,18,19)/t10-/m0/s1;11579826;no
HMDB0028991;InChI=1S/C13H16N2O5/c14-9(6-8-4-2-1-3-5-8)12(18)15-10(13(19)20)7-11(16)17/h1-5,9-10H,6-7,14H2,(H,15,18)(H,16,17)(H,19,20)/t9-,10-/m0/s1;6992643;no
HMDB0029005;InChI=1S/C13H18N2O4/c1-8(16)11(13(18)19)15-12(17)10(14)7-9-5-3-2-4-6-9/h2-6,8,10-11,16H,7,14H2,1H3,(H,15,17)(H,18,19)/t8-,10+,11+/m1/s1;10445608;no
HMDB0029068;InChI=1S/C13H18N2O4/c1-8(16)11(14)12(17)15-10(13(18)19)7-9-5-3-2-4-6-9/h2-6,8,10-11,16H,7,14H2,1H3,(H,15,17)(H,18,19)/t8-,10+,11+/m1/s1;7010580;no
HMDB0002327;InChI=1S/C13H24O4/c14-12(15)10-8-6-4-2-1-3-5-7-9-11-13(16)17/h1-11H2,(H,14,15)(H,16,17);10458;yes
HMDB0030930;InChI=1S/C13H26/c1-3-5-7-9-11-13-12-10-8-6-4-2/h3H,1,4-13H2,2H3;17095;yes
HMDB0030928;InChI=1S/C13H26O/c1-2-3-4-5-6-7-8-9-10-11-12-13-14/h13H,2-12H2,1H3;25311;yes
HMDB0034148;InChI=1S/C13H26O/c1-3-4-5-6-7-8-9-10-11-12-13(2)14/h3-12H2,1-2H3;11622;yes
HMDB0000910;InChI=1S/C13H26O2/c1-2-3-4-5-6-7-8-9-10-11-12-13(14)15/h2-12H2,1H3,(H,14,15);12530;yes
HMDB0034284;InChI=1S/C13H28/c1-3-5-7-9-11-13-12-10-8-6-4-2/h3-13H2,1-2H3;12388;yes
HMDB0030307;InChI=1S/C13H28/c1-6-12(4)10-13(5)9-7-8-11(2)3/h11-13H,6-10H2,1-5H3;545608;no
HMDB0013316;InChI=1S/C13H28O/c1-2-3-4-5-6-7-8-9-10-11-12-13-14/h14H,2-13H2,1H3;8207;yes
HMDB0038666;InChI=1S/C14H14N2O5/c17-12(16-11(14(20)21)6-13(18)19)5-8-7-15-10-4-2-1-3-9(8)10/h1-4,7,11,15H,5-6H2,(H,16,17)(H,18,19)(H,20,21);4656408;no
HMDB0029076;InChI=1S/C14H17N3O3/c1-8(14(19)20)17-13(18)11(15)6-9-7-16-12-5-3-2-4-10(9)12/h2-5,7-8,11,16H,6,15H2,1H3,(H,17,18)(H,19,20);263475;no
HMDB0011177;InChI=1S/C14H18N2O3/c15-11(9-10-5-2-1-3-6-10)13(17)16-8-4-7-12(16)14(18)19/h1-3,5-6,11-12H,4,7-9,15H2,(H,18,19)/t11-,12-/m0/s1;7020642;no
HMDB0011179;InChI=1S/C14H18N2O3/c17-13(11-7-4-8-15-11)16-12(14(18)19)9-10-5-2-1-3-6-10/h1-3,5-6,11-12,15H,4,7-9H2,(H,16,17)(H,18,19)/t11-,12-/m0/s1;6351946;no
HMDB0000594;InChI=1S/C14H18N2O5/c15-10(13(18)19)6-7-12(17)16-11(14(20)21)8-9-4-2-1-3-5-9/h1-5,10-11H,6-8,15H2,(H,16,17)(H,18,19)(H,20,21)/t10-,11-/m0/s1;111299;no
HMDB0028994;InChI=1S/C14H18N2O5/c15-10(8-9-4-2-1-3-5-9)13(19)16-11(14(20)21)6-7-12(17)18/h1-5,10-11H,6-8,15H2,(H,16,19)(H,17,18)(H,20,21)/t10-,11-/m0/s1;151134;no
HMDB0029106;InChI=1S/C14H18N2O5/c15-11(5-8-1-3-9(17)4-2-8)13(19)16-7-10(18)6-12(16)14(20)21/h1-4,10-12,17-18H,5-7,15H2,(H,20,21)/t10-,11+,12+/m1/s1;63842847;no
HMDB0028831;InChI=1S/C14H18N2O6/c15-10(5-6-12(18)19)13(20)16-11(14(21)22)7-8-1-3-9(17)4-2-8/h1-4,10-11,17H,5-7,15H2,(H,16,20)(H,18,19)(H,21,22)/t10-,11-/m0/s1;515717;no
HMDB0029104;InChI=1S/C14H18N2O6/c15-10(7-8-1-3-9(17)4-2-8)13(20)16-11(14(21)22)5-6-12(18)19/h1-4,10-11,17H,5-7,15H2,(H,16,20)(H,18,19)(H,21,22);19816750;no
HMDB0094669;InChI=1S/C14H18O4/c1-14(2,3)9-18-13(16)11-8-6-5-7-10(11)12(15)17-4/h5-8H,9H2,1-4H3;6424504;no
HMDB0029103;InChI=1S/C14H19N3O5/c15-10(7-8-1-3-9(18)4-2-8)13(20)17-11(14(21)22)5-6-12(16)19/h1-4,10-11,18H,5-7,15H2,(H2,16,19)(H,17,20)(H,21,22);19421321;no
HMDB0094646;InChI=1S/C14H19NO3/c1-2-3-9-13(16)15-12(14(17)18)10-11-7-5-4-6-8-11/h4-8,12H,2-3,9-10H2,1H3,(H,15,16)(H,17,18);13890535;no
HMDB0029008;InChI=1S/C14H20N2O3/c1-9(2)12(14(18)19)16-13(17)11(15)8-10-6-4-3-5-7-10/h3-7,9,11-12H,8,15H2,1-2H3,(H,16,17)(H,18,19)/t11-,12-/m0/s1;7359122;no
HMDB0029134;InChI=1S/C14H20N2O3/c1-9(2)12(15)13(17)16-11(14(18)19)8-10-6-4-3-5-7-10/h3-7,9,11-12H,8,15H2,1-2H3,(H,16,17)(H,18,19)/t11-,12-/m0/s1;6993120;no
HMDB0028980;InChI=1S/C14H20N2O3S/c1-20-8-7-11(15)13(17)16-12(14(18)19)9-10-5-3-2-4-6-10/h2-6,11-12H,7-9,15H2,1H3,(H,16,17)(H,18,19);100048;yes
HMDB0029001;InChI=1S/C14H20N2O3S/c1-20-8-7-12(14(18)19)16-13(17)11(15)9-10-5-3-2-4-6-10/h2-6,11-12H,7-9,15H2,1H3,(H,16,17)(H,18,19)/t11-,12-/m0/s1;7010506;no
HMDB0029118;InChI=1S/C14H20N2O4/c1-8(2)12(14(19)20)16-13(18)11(15)7-9-3-5-10(17)6-4-9/h3-6,8,11-12,17H,7,15H2,1-2H3,(H,16,18)(H,19,20);14767562;no
HMDB0029139;InChI=1S/C14H20N2O4/c1-8(2)12(15)13(18)16-11(14(19)20)7-9-3-5-10(17)6-4-9/h3-6,8,11-12,17H,7,15H2,1-2H3,(H,16,18)(H,19,20)/t11-,12-/m0/s1;7009555;no
HMDB0094670;InChI=1S/C14H22/c1-13(2,3)11-7-9-12(10-8-11)14(4,5)6/h7-10H,1-6H3;13895;yes
HMDB0061923;InChI=1S/C14H22/c1-13(2,3)11-8-7-9-12(10-11)14(4,5)6/h7-10H,1-6H3;136810;no
HMDB0013825;InChI=1S/C14H22O/c1-13(2,3)10-14(4,5)11-6-8-12(15)9-7-11/h6-9,15H,10H2,1-5H3;8814;yes
HMDB0013816;InChI=1S/C14H22O/c1-13(2,3)10-7-8-12(15)11(9-10)14(4,5)6/h7-9,15H,1-6H3;7311;yes
HMDB0094671;InChI=1S/C14H26O2/c1-2-3-4-5-9-12-14(15)16-13-10-7-6-8-11-13/h13H,2-12H2,1H3;229794;no
HMDB0010730;InChI=1S/C14H26O3/c1-2-3-4-5-6-7-8-9-10-11-13(15)12-14(16)17/h2-12H2,1H3,(H,16,17);454064;no
HMDB0033567;InChI=1S/C14H28/c1-2-4-6-8-10-12-14-13-11-9-7-5-3-1/h1-14H2;67524;yes
HMDB0034283;InChI=1S/C14H28O/c1-2-3-4-5-6-7-8-9-10-11-12-13-14-15/h14H,2-13H2,1H3;31291;yes
HMDB0031072;InChI=1S/C14H28O2/c1-13(2)11-9-7-5-3-4-6-8-10-12-14(15)16/h13H,3-12H2,1-2H3,(H,15,16);520298;no
HMDB0033788;InChI=1S/C14H28O2/c1-3-5-6-7-8-9-10-11-12-13-14(15)16-4-2/h3-13H2,1-2H3;7800;yes
HMDB0002261;InChI=1S/C14H28O3/c1-2-3-4-5-6-7-8-9-10-11-12-13(15)14(16)17/h13,15H,2-12H2,1H3,(H,16,17);1563;yes
HMDB0061656;InChI=1S/C14H28O3/c1-2-3-4-5-6-7-8-9-10-11-13(15)12-14(16)17/h13,15H,2-12H2,1H3,(H,16,17)/t13-/m0/s1;5312869;no
HMDB0059907;InChI=1S/C14H30/c1-3-5-7-9-11-13-14-12-10-8-6-4-2/h3-14H2,1-2H3;12389;yes
HMDB0011638;InChI=1S/C14H30O/c1-2-3-4-5-6-7-8-9-10-11-12-13-14-15/h15H,2-14H2,1H3;8209;yes
HMDB0061835;InChI=1S/C14H30O8/c15-1-3-17-5-7-19-9-11-21-13-14-22-12-10-20-8-6-18-4-2-16/h15-16H,1-14H2;79718;yes
HMDB0029249;InChI=1S/C15H10O5/c16-9-6-12(18)10-2-4-14(20-15(10)7-9)8-1-3-11(17)13(19)5-8/h1-7H,(H3-,16,17,18,19)/p+1;441701;no
HMDB0013240;InChI=1S/C15H17N3O4/c16-13(19)6-5-12(15(21)22)18-14(20)7-9-8-17-11-4-2-1-3-10(9)11/h1-4,8,12,17H,5-7H2,(H2,16,19)(H,18,20)(H,21,22);25200879;no
HMDB0028764;InChI=1S/C15H17N3O5/c16-10(6-13(19)20)14(21)18-12(15(22)23)5-8-7-17-11-4-2-1-3-9(8)11/h1-4,7,10,12,17H,5-6,16H2,(H,18,21)(H,19,20)(H,22,23);9948926;no
HMDB0240252;InChI=1S/C15H17NO10/c17-7-4-2-1-3-6(7)13(22)16-5-8(18)25-15-11(21)9(19)10(20)12(26-15)14(23)24/h1-4,9-12,15,17,19-21H,5H2,(H,16,22)(H,23,24)/t9-,10-,11+,12-,15+/m0/s1;121596205;no
HMDB0028892;InChI=1S/C15H18N4O3/c16-12(7-11-8-17-9-18-11)14(20)19-13(15(21)22)6-10-4-2-1-3-5-10/h1-5,8-9,12-13H,6-7,16H2,(H,17,18)(H,19,20)(H,21,22)/t12-,13-/m0/s1;152198;no
HMDB0036453;InChI=1S/C15H20/c1-10(2)13-8-6-12(4)14-7-5-11(3)9-15(13)14/h5-7,9-10,13H,8H2,1-4H3;528708;no
HMDB0094673;InChI=1S/C15H20N2O2/c1-10(2)8-12-14(18)17-13(15(19)16-12)9-11-6-4-3-5-7-11/h3-7,10,12-13H,8-9H2,1-2H3,(H,16,19)(H,17,18)/t12-,13-/m0/s1;7076347;no
HMDB0041623;InChI=1S/C15H21N7O7/c1-5(24)7(20-15(16)28)13(27)21-11-8-12(18-3-17-11)22(4-19-8)14-10(26)9(25)6(2-23)29-14/h3-7,9-10,14,23-26H,2H2,1H3,(H3,16,20,28)(H,17,18,21,27)/t5-,6-,7+,9-,10-,14-/m1/s1;92021849;no
HMDB0059878;InChI=1S/C15H22/c1-12(2)6-5-7-14(4)15-10-8-13(3)9-11-15/h6,8-11,14H,5,7H2,1-4H3;92139;yes
HMDB0028998;InChI=1S/C15H22N2O3/c1-3-10(2)13(15(19)20)17-14(18)12(16)9-11-7-5-4-6-8-11/h4-8,10,12-13H,3,9,16H2,1-2H3,(H,17,18)(H,19,20)/t10-,12-,13-/m0/s1;7010566;no
HMDB0028914;InChI=1S/C15H22N2O3/c1-3-10(2)13(16)14(18)17-12(15(19)20)9-11-7-5-4-6-8-11/h4-8,10,12-13H,3,9,16H2,1-2H3,(H,17,18)(H,19,20);435728;no
HMDB0029108;InChI=1S/C15H22N2O4/c1-3-9(2)13(15(20)21)17-14(19)12(16)8-10-4-6-11(18)7-5-10/h4-7,9,12-13,18H,3,8,16H2,1-2H3,(H,17,19)(H,20,21);14282475;no
HMDB0028919;InChI=1S/C15H22N2O4/c1-3-9(2)13(16)14(19)17-12(15(20)21)8-10-4-6-11(18)7-5-10/h4-7,9,12-13,18H,3,8,16H2,1-2H3,(H,17,19)(H,20,21);342468;no
HMDB0028941;InChI=1S/C15H22N2O4/c1-9(2)7-12(16)14(19)17-13(15(20)21)8-10-3-5-11(18)6-4-10/h3-6,9,12-13,18H,7-8,16H2,1-2H3,(H,17,19)(H,20,21);273262;no
HMDB0029109;InChI=1S/C15H22N2O4/c1-9(2)7-13(15(20)21)17-14(19)12(16)8-10-3-5-11(18)6-4-10/h3-6,9,12-13,18H,7-8,16H2,1-2H3,(H,17,19)(H,20,21);4466134;no
HMDB0094674;InChI=1S/C15H22O/c1-2-3-4-5-6-10-13-15(16)14-11-8-7-9-12-14/h7-9,11-12H,2-6,10,13H2,1H3;80108;yes
HMDB0028958;InChI=1S/C15H23N3O3/c16-9-5-4-8-12(17)14(19)18-13(15(20)21)10-11-6-2-1-3-7-11/h1-3,6-7,12-13H,4-5,8-10,16-17H2,(H,18,19)(H,20,21)/t12-,13-/m0/s1;151410;no
HMDB0028963;InChI=1S/C15H23N3O4/c16-8-2-1-3-12(17)14(20)18-13(15(21)22)9-10-4-6-11(19)7-5-10/h4-7,12-13,19H,1-3,8-9,16-17H2,(H,18,20)(H,21,22)/t12-,13-/m0/s1;7021820;no
HMDB0028716;InChI=1S/C15H23N5O3/c16-11(7-4-8-19-15(17)18)13(21)20-12(14(22)23)9-10-5-2-1-3-6-10/h1-3,5-6,11-12H,4,7-9,16H2,(H,20,21)(H,22,23)(H4,17,18,19)/t11-,12-/m0/s1;150964;no
HMDB0028721;InChI=1S/C15H23N5O4/c16-11(2-1-7-19-15(17)18)13(22)20-12(14(23)24)8-9-3-5-10(21)6-4-9/h3-6,11-12,21H,1-2,7-8,16H2,(H,20,22)(H,23,24)(H4,17,18,19)/t11-,12-/m0/s1;7021456;no
HMDB0034997;InChI=1S/C15H24/c1-11(2)13-7-9-15(4)8-5-6-12(3)14(15)10-13/h13-14H,1,3,5-10H2,2,4H3;519361;no
HMDB0036678;InChI=1S/C15H24/c1-11(2)6-5-9-15(4)13-8-7-12(3)14(15)10-13/h6-7,13-14H,5,8-10H2,1-4H3/t13-,14-,15?/m1/s1;91753502;no
HMDB0036792;InChI=1S/C15H24/c1-11-6-5-7-12(2)13-10-15(3,4)14(13)9-8-11/h6,13-14H,2,5,7-10H2,1,3-4H3/b11-6+/t13-,14-/m1/s1;5281515;no
HMDB0036163;InChI=1S/C15H24/c1-12(2)6-5-7-14(4)15-10-8-13(3)9-11-15/h6,8,10,14-15H,3,5,7,9,11H2,1-2,4H3;519764;no
HMDB0036467;InChI=1S/C15H24/c1-13-7-5-8-14(2)10-12-15(3,4)11-6-9-13/h6-7,10-11H,5,8-9,12H2,1-4H3/b11-6+,13-7+,14-10+;5281520;no
HMDB0035913;InChI=1S/C15H24/c1-6-14(4)10-8-12-15(5)11-7-9-13(2)3/h6,9,12H,1,4,7-8,10-11H2,2-3,5H3/b15-12-;5317319;no
HMDB0036065;InChI=1S/C15H24/c1-6-14(4)10-8-12-15(5)11-7-9-13(2)3/h6,9-10,12H,1,7-8,11H2,2-5H3/b14-10+,15-12+;5281516;no
HMDB0061851;InChI=1S/C15H24/c1-9(2)11-7-8-15(4)12-6-5-10(3)14(15)13(11)12/h5,9,11-14H,6-8H2,1-4H3/t11-,12-,13-,14+,15+/m0/s1;12303902;no
HMDB0036413;InChI=1S/C15H24/c1-9(2)12-6-5-11(4)15-8-7-10(3)13(15)14(12)15/h7,9,11-14H,5-6,8H2,1-4H3/t11-,12+,13-,14-,15+/m1/s1;442359;no
HMDB0094676;InChI=1S/C15H29N3O4/c1-7(2)10(16)13(19)17-11(8(3)4)14(20)18-12(9(5)6)15(21)22/h7-12H,16H2,1-6H3,(H,17,19)(H,18,20)(H,21,22);235009;no
HMDB0031082;InChI=1S/C15H30/c1-3-5-7-9-11-13-15-14-12-10-8-6-4-2/h3H,1,4-15H2,2H3;25913;yes
HMDB0031078;InChI=1S/C15H30O/c1-2-3-4-5-6-7-8-9-10-11-12-13-14-15-16/h15H,2-14H2,1H3;17697;yes
HMDB0061707;InChI=1S/C15H30O2/c1-14(2)12-10-8-6-4-3-5-7-9-11-13-15(16)17/h14H,3-13H2,1-2H3,(H,16,17);151014;no
HMDB0059886;InChI=1S/C15H32/c1-3-5-7-9-11-13-15-14-12-10-8-6-4-2/h3-15H2,1-2H3;12391;yes
HMDB0013299;InChI=1S/C15H32O/c1-2-3-4-5-6-7-8-9-10-11-12-13-14-15-16/h16H,2-15H2,1H3;12397;yes
HMDB0030667;InChI=1S/C16H12O6/c1-21-14-4-8(2-3-10(14)18)13-7-12(20)16-11(19)5-9(17)6-15(16)22-13/h2-7,17-19H,1H3;5280666;no
HMDB0029091;InChI=1S/C16H19N3O3/c17-12(15(20)19-7-3-6-14(19)16(21)22)8-10-9-18-13-5-2-1-4-11(10)13/h1-2,4-5,9,12,14,18H,3,6-8,17H2,(H,21,22);14409732;no
HMDB0029028;InChI=1S/C16H19N3O3/c20-15(13-6-3-7-17-13)19-14(16(21)22)8-10-9-18-12-5-2-1-4-11(10)12/h1-2,4-5,9,13-14,17-18H,3,6-8H2,(H,19,20)(H,21,22);18218238;no
HMDB0029160;InChI=1S/C16H19N3O5/c17-11(15(21)22)5-6-14(20)19-13(16(23)24)7-9-8-18-12-4-2-1-3-10(9)12/h1-4,8,11,13,18H,5-7,17H2,(H,19,20)(H,21,22)(H,23,24)/t11-,13-/m0/s1;3038501;no
HMDB0028830;InChI=1S/C16H19N3O5/c17-11(5-6-14(20)21)15(22)19-13(16(23)24)7-9-8-18-12-4-2-1-3-10(9)12/h1-4,8,11,13,18H,5-7,17H2,(H,19,22)(H,20,21)(H,23,24)/t11-,13-/m0/s1;100094;yes
HMDB0029082;InChI=1S/C16H19N3O5/c17-11(7-9-8-18-12-4-2-1-3-10(9)12)15(22)19-13(16(23)24)5-6-14(20)21/h1-4,8,11,13,18H,5-7,17H2,(H,19,22)(H,20,21)(H,23,24);3634442;no
HMDB0029096;InChI=1S/C16H21N3O3/c1-9(2)14(16(21)22)19-15(20)12(17)7-10-8-18-13-6-4-3-5-11(10)13/h3-6,8-9,12,14,18H,7,17H2,1-2H3,(H,19,20)(H,21,22);19816756;no
HMDB0029138;InChI=1S/C16H21N3O3/c1-9(2)14(17)15(20)19-13(16(21)22)7-10-8-18-12-6-4-3-5-11(10)12/h3-6,8-9,13-14,18H,7,17H2,1-2H3,(H,19,20)(H,21,22)/t13-,14-/m0/s1;168182;no
HMDB0003134;InChI=1S/C16H28N4O4S/c17-10(15(22)23)5-3-4-8-18-13(21)7-2-1-6-12-14-11(9-25-12)19-16(24)20-14/h10-12,14H,1-9,17H2,(H,18,21)(H,22,23)(H2,19,20,24)/t10-,11-,12-,14-/m0/s1;83814;yes
HMDB0000477;InChI=1S/C16H28O2/c1-2-3-4-5-6-7-8-9-10-11-12-13-14-15-16(17)18/h6-7,9-10H,2-5,8,11-15H2,1H3,(H,17,18)/b7-6-,10-9-;13932172;no
HMDB0059777;InChI=1S/C16H30O4/c1-10(2)13(20-15(18)12(5)6)16(7,8)9-19-14(17)11(3)4/h10-13H,9H2,1-8H3;23284;yes
HMDB0000672;InChI=1S/C16H30O4/c17-15(18)13-11-9-7-5-3-1-2-4-6-8-10-12-14-16(19)20/h1-14H2,(H,17,18)(H,19,20);10459;yes
HMDB0031068;InChI=1S/C16H32O2/c1-15(2)13-11-9-7-5-3-4-6-8-10-12-14-16(17)18/h15H,3-14H2,1-2H3,(H,17,18);36247;yes
HMDB0031057;InChI=1S/C16H32O3/c1-2-3-4-5-6-7-8-9-10-11-12-13-14-15(17)16(18)19/h15,17H,2-14H2,1H3,(H,18,19)/t15-/m0/s1;12575964;no
HMDB0012273;InChI=1S/C16H33NO/c1-2-3-4-5-6-7-8-9-10-11-12-13-14-15-16(17)18/h2-15H2,1H3,(H2,17,18);69421;yes
HMDB0033792;InChI=1S/C16H34/c1-3-5-7-9-11-13-15-16-14-12-10-8-6-4-2/h3-16H2,1-2H3;11006;yes
HMDB0003424|DB09494;InChI=1S/C16H34O/c1-2-3-4-5-6-7-8-9-10-11-12-13-14-15-16-17/h17H,2-16H2,1H3;2682;yes
HMDB0094680;InChI=1S/C16H34O9/c17-1-3-19-5-7-21-9-11-23-13-15-25-16-14-24-12-10-22-8-6-20-4-2-18/h17-18H,1-16H2;78798;yes
HMDB0002372;InChI=1S/C17H17NO3/c19-16(12-14-9-5-2-6-10-14)18-15(17(20)21)11-13-7-3-1-4-8-13/h1-10,15H,11-12H2,(H,18,19)(H,20,21)/t15-/m0/s1;47579;yes
HMDB0028896;InChI=1S/C17H19N5O3/c18-13(6-11-8-19-9-21-11)16(23)22-15(17(24)25)5-10-7-20-14-4-2-1-3-12(10)14/h1-4,7-9,13,15,20H,5-6,18H2,(H,19,21)(H,22,23)(H,24,25)/t13-,15-/m0/s1;7009650;no
HMDB0028940;InChI=1S/C17H23N3O3/c1-10(2)7-13(18)16(21)20-15(17(22)23)8-11-9-19-14-6-4-3-5-12(11)14/h3-6,9-10,13,15,19H,7-8,18H2,1-2H3,(H,20,21)(H,22,23);329275;no
HMDB0029087;InChI=1S/C17H23N3O3/c1-10(2)7-15(17(22)23)20-16(21)13(18)8-11-9-19-14-6-4-3-5-12(11)14/h3-6,9-10,13,15,19H,7-8,18H2,1-2H3,(H,20,21)(H,22,23);323786;no
HMDB0029086;InChI=1S/C17H23N3O3/c1-3-10(2)15(17(22)23)20-16(21)13(18)8-11-9-19-14-7-5-4-6-12(11)14/h4-7,9-10,13,15,19H,3,8,18H2,1-2H3,(H,20,21)(H,22,23);19816755;no
HMDB0028918;InChI=1S/C17H23N3O3/c1-3-10(2)15(18)16(21)20-14(17(22)23)8-11-9-19-13-7-5-4-6-12(11)13/h4-7,9-10,14-15,19H,3,8,18H2,1-2H3,(H,20,21)(H,22,23);9797038;no
HMDB0030433;InChI=1S/C17H23NO2/c1-5-17(4,12-8-9-13(2)3)20-16(19)14-10-6-7-11-15(14)18/h5-7,9-11H,1,8,12,18H2,2-4H3;23535;yes
HMDB0032208;InChI=1S/C17H25NO2/c1-13(2)7-6-8-14(3)11-12-20-17(19)15-9-4-5-10-16(15)18/h4-5,7,9-10,14H,6,8,11-12,18H2,1-3H3;109467;no
HMDB0011562;InChI=1S/C17H32O4/c1-2-3-4-5-6-7-8-9-10-11-12-13-17(20)21-15-16(19)14-18/h5-6,16,18-19H,2-4,7-15H2,1H3/b6-5-/t16-/m0/s1;53480975;no
HMDB0011531;InChI=1S/C17H32O4/c1-2-3-4-5-6-7-8-9-10-11-12-13-17(20)21-16(14-18)15-19/h5-6,16,18-19H,2-4,7-15H2,1H3/b6-5-;53480959;no
HMDB0031067;InChI=1S/C17H34O2/c1-3-16(2)14-12-10-8-6-4-5-7-9-11-13-15-17(18)19/h16H,3-15H2,1-2H3,(H,18,19);22207;yes
HMDB0011561;InChI=1S/C17H34O4/c1-2-3-4-5-6-7-8-9-10-11-12-13-17(20)21-15-16(19)14-18/h16,18-19H,2-15H2,1H3/t16-/m0/s1;10957631;no
HMDB0011530;InChI=1S/C17H34O4/c1-2-3-4-5-6-7-8-9-10-11-12-13-17(20)21-16(14-18)15-19/h16,18-19H,2-15H2,1H3;137938;no
HMDB0059830;InChI=1S/C17H36/c1-3-5-7-9-11-13-15-17-16-14-12-10-8-6-4-2/h3-17H2,1-2H3;12398;yes
